"Año","Código actividad económica","Nombre actividad económica","Código sector económico","Nombre sector económico","Código subsector económico","Nombre subsector económico","Costos y gastos nómina","Aportes seguridad","Aportes a entidades","Efectivo y equivalentes","Inversiones e instrumentos","Cuentas y otros por cobrar","Inventarios","Propiedades","Otros activos","Total patrimonio bruto","Pasivos","Total patrimonio líquido","Ingresos ordinarios","Ingresos financieros","Otros ingresos","Total ingresos brutos","Devoluciones, rebajas","Ingresos no renta","Total ingresos netos","Costos","Gastos administración","Gastos distribución","Gastos financieros","Otros gastos","Total costos y gastos","Renta líquida ordinaria","Pérdida líquida","Compensaciones","Renta líquida","Renta presuntiva","Renta exenta","Rentas gravables","Renta líquida gravable","Ingresos ganancias ocasionales","Costos ganancias ocasionales","Ganancias ocasionales no gravadas","Ganancias ocasionales gravables","Impuesto RLG","Descuentos tributarios","Impuesto neto de renta","Impuesto ganancias ocasionales","Total Impuesto a cargo","Anticipo renta año anterior","Saldo a favor año anterior","Autorretenciones","Otras retenciones","Total retenciones","Anticipo renta siguiente año","Saldo a pagar por impuesto","Sanciones","Total saldo a pagar","Total saldo a favor"
"2015","4789","COMERCIO AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA MÓVILES","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","507","50","16","1689","6","1461","519","1540","243","5457","3432","2053","9042","4","2405","11450","53","0","11397","5087","3624","1795","0","38","5124","728","22","0","728","73","0","0","740","0","0","0","0","181","0","181","0","181","6","32","0","119","119","16","54","1","54","13"
"2015","8622","ACTIVIDADES DE LA PRÁCTICA ODONTOLÓGICA","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","17","ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL","163351","18849","5877","82119","20340","128274","13812","201438","52087","498070","286416","216695","821914","2679","13445","838037","3254","374","834409","406472","283393","79060","47","11791","418263","45507","16926","550","45507","4064","1567","2","44425","1301","901","0","436","10753","74","10585","44","10629","2084","5079","168","10958","11126","2701","3578","25","3589","8524"
"2017","2023","FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR; PERFUMES Y PREPARADOS DE TOCADOR","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","1147066","131273","41217","299918","401016","2175439","1431005","2032035","268746","6727134","3997838","2799729","10202540","130857","348657","10718411","253082","15903","10415507","5799725","1210967","2183660","452693","110199","9757244","709199","51016","5115","704084","84126","3378","284","721488","46144","19091","323","27147","239728","1958","237774","2718","276288","39236","9909","153116","42710","195826","38885","124043","23","124054","78844"
"2018","8553","ENSEÑANZA CULTURAL","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","16","EDUCACIÓN","44482","7474","3055","16292","6539","20939","1586","36405","5625","88029","34364","55125","166134","686","5478","172298","380","2013","170919","48075","99550","9548","1104","8655","166931","7810","3480","154","7656","231","5959","4","1859","144","81","30","41","518","1","517","8","525","141","405","118","382","500","88","121","9","128","553"
"2018","4751","COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES EN ESTABLECIMIENTOS ESPECIALIZADOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","115858","12856","4037","81815","37510","158684","431237","206436","26859","952770","540701","420119","1068709","12049","10322","1091915","35396","4366","1052153","635577","129895","193428","19720","4048","982668","74141","4697","169","73973","12879","309","14","75029","2509","2015","0","494","24734","381","24352","55","25910","4745","1870","5091","9049","14140","5882","12659","9","12665","2807"
"2021","2910","Fabricación de vehículos automotores y sus motores","3","Manufactura","3","Industrias manufactureras","216207","24075","7168","499473","105438","186423","953442","518496","70442","2337731","1383343","957701","5945960","60487","23074","6057715","54843","28194","5974677","4977469","128851","530663","102137","4534","5743655","235670","4447","30378","205292","0","0","0","205292","355","355","0","0","63641","15456","48185","0","48185","530","492","78596","5549","84145","695","1255","8","1256","37536"
"2016","5820","EDICIÓN DE PROGRAMAS DE INFORMÁTICA (SOFTWARE)","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","30417","3679","1077","20406","819","40936","1883","13345","12747","90136","49350","42361","130891","254","3411","134556","1362","122","133072","55086","40347","15635","0","3632","114701","19989","1618","8","19981","961","1782","0","18423","40","15","0","25","4286","66","4220","3","4223","1172","1539","40","4015","4055","999","1623","11","1630","2846"
"2018","6611","ADMINISTRACIÓN DE MERCADOS FINANCIEROS","8","ACTIVIDADES FINANCIERAS, INMOBILIARIAS Y DE SEGUROS","11","ACTIVIDADES FINANCIERAS Y DE SEGUROS","40002","4146","1611","60761","231661","124051","810","62387","10496","517954","289270","349458","145141","7040","6306","164254","649","41362","122243","5003","98901","720","4387","174","109185","16759","3710","57","16703","5297","0","22","20470","5053","1501","207","3344","6757","184","6573","334","7470","840","1201","3855","2907","6763","959","3528","5","3529","4525"
"2020","3092","FABRICACIÓN DE BICICLETAS Y DE SILLAS DE RUEDAS PARA PERSONAS CON DISCAPACIDAD","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","19755","2205","755","48495","5843","122542","71500","43813","9032","304424","138136","168434","462338","4013","2685","469035","31001","642","437394","332675","29383","27251","5846","1615","396770","42374","1749","1002","41372","696","0","0","41532","0","0","0","0","13162","1584","11578","0","11578","594","965","6969","874","7843","906","5124","2","5126","2041"
"2021","4311","Demolición","5","Construcción","6","Construcción","32280","4881","1019","25509","5398","73187","13368","153374","6668","280492","129727","162146","217581","624","3206","221411","31020","92","190298","109210","43278","7845","2110","656","163099","28938","1517","47","28891","6","0","54","28945","5366","6887","0","979","8973","954","8019","112","8131","968","1104","1325","3960","5285","836","3025","31","3049","1408"
"2013","3821","Tratamiento y disposición de desechos no peligrosos","4","Electricidad, gas, vapor y agua","5","Distribución de agua; evacuación y tratamiento de aguas residuales, y actividades de saneamiento ambiental","17595","2976","709","8374","201","86182","3947","92654","38192","229549","114112","116058","122145","909","2634","125689","5723","36","119930","93077","19243","1783","3","5872","26901","6517","6807","0","6517","467","121","0","6554","0","0","0","0","1629","0","1629","0","1629","354","295","372","1094","1467","270","436","13","440","645"
"2021","6311","Procesamiento de datos, alojamiento (hosting) y actividades relacionadas","7","Información y comunicaciones","10","Información y comunicaciones","638260","69841","24078","564890","215568","669095","36288","550166","203392","2447229","1340658","1240399","2345042","26028","87831","2468704","134759","7497","2326472","1014884","730442","202844","69258","23566","2040993","362404","74410","16689","345715","28","647","7","345076","9516","7769","2074","811","101973","12131","89842","85","89927","8525","97343","83449","32011","115460","9872","28929","38","28946","153398"
"2012","163","Actividades posteriores a la cosecha ","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","17804","2771","1148","5504","4921","17463","11956","19156","3309","62308","49641","19240","137155","261","2937","140353","989","42","139321","114163","11790","4093","0","3625","19509","5518","1620","0","5518","530","1","0","3890","117","253","0","2","1279","0","1279","1","1280","834","89","0","1349","1349","710","566","0","566","847"
"2013","145","Cría de aves de corral","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","564476","89311","25012","143195","170913","710641","526550","1547765","154551","3253614","2215068","1103894","5888694","12706","157756","6059156","101848","12396","5944911","4864608","217787","608771","0","140832","967389","134082","68099","12111","121970","27888","2058","71","127810","10495","6846","1054","2649","31326","2","31324","262","31586","9914","4211","15080","13049","28130","6555","9368","31","9378","13462"
"2012","123","Cultivo de café","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","11381","1960","751","11056","21851","68124","25890","197023","4335","328279","168653","162957","102138","985","10851","113975","84","1622","112269","79058","17091","3072","4","9100","29267","4011","2786","443","3568","3027","332","0","4240","9360","9223","0","151","1358","2","1356","46","1402","598","114","3","568","572","694","895","28","921","80"
"2012","6513","Reaseguros","8","Actividades financieras, inmobiliarias y de seguros","11","Actividades financieras y de seguros","2562","365","145","1123","43","2741","0","296","174","4377","2022","2354","7377","50","11","7438","1","0","7437","1485","4968","170","0","130","5267","759","129","0","759","73","0","0","773","0","0","0","0","255","0","255","0","255","69","18","0","437","460","10","5","1","5","238"
"2019","9700","ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMÉSTICO","11","OTRAS ACTIVIDADES DE SERVICIOS","20","ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES O DE ACTIVIDADES NO DIFERENCIADAS ","1689","146","46","201","0","495","0","34","31","762","429","349","3314","0","1","3316","0","0","3316","2544","637","21","15","13","3229","95","9","0","95","6","0","0","95","0","0","0","0","31","0","31","0","31","6","0","15","11","26","8","10","0","10","2"
"2016","6621","ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS","8","ACTIVIDADES FINANCIERAS, INMOBILIARIAS Y DE SEGUROS","11","ACTIVIDADES FINANCIERAS Y DE SEGUROS","476751","51541","18043","385119","37635","565800","2169","241559","77411","1309694","542054","775368","1709223","15982","56339","1781544","16856","3289","1761399","88028","1100757","126923","2046","45359","1363113","407035","8749","530","406505","19696","402","78","407488","6995","2269","171","4674","99455","38","99417","467","99884","13205","36580","65900","92808","158708","11790","12398","71","12484","98291"
"2018","9602","PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA","11","OTRAS ACTIVIDADES DE SERVICIOS","19","OTRAS ACTIVIDADES DE SERVICIOS","16250","1711","528","8300","5069","10599","4647","26706","5384","65984","45110","25299","86148","79","3761","90181","71","301","89809","26222","40036","18869","2267","508","87902","5420","3582","291","5130","698","24","2","5317","94","97","0","0","1737","3","1735","0","1735","227","549","536","1144","1680","241","475","9","482","958"
"2013","7721","Alquiler y arrendamiento de equipo recreativo y deportivo","9","Actividades profesionales, científicas, técnicas y de servicios administrativos y de apoyo","14","Actividades de servicios administrativos y de apoyo","1258","229","52","322","19","1772","665","3688","601","7067","3086","3992","7345","59","40","7444","12","0","7432","2004","4098","994","0","115","5207","349","244","0","349","76","3","0","354","0","0","0","0","73","0","73","0","73","1","30","52","66","118","4","14","2","14","85"
"2017","4542","MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","3987","416","135","1422","12","6313","8539","5671","1755","24850","15861","9417","41676","144","693","42513","360","0","42153","28633","6259","4916","861","100","40768","1605","220","0","1605","281","6","13","1642","0","0","0","0","548","0","548","0","548","91","336","134","413","547","65","68","3","69","502"
"2012","4789","Comercio al por menor de otros productos en puestos de venta móviles","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","263","31","11","646","17455","1086","242","3106","113","22648","3869","18858","6252","1","174","6427","30","0","6397","3978","1188","909","0","68","2165","412","160","0","412","52","0","0","420","0","0","0","0","138","0","138","0","138","17","3","0","139","139","34","16","1","16","3"
"2012","3822","Tratamiento y disposición de desechos peligrosos","4","Electricidad, gas, vapor y agua","5","Distribución de agua; evacuación y tratamiento de aguas residuales, y actividades de saneamiento ambiental","15846","2751","1025","11544","6135","73352","1142","56789","52050","201013","92136","108878","99804","1128","1290","102222","1622","0","100599","59272","23445","9414","0","6021","38880","8689","6242","0","8689","833","52","66","8881","10068","5402","0","4666","2893","0","2893","1540","4433","824","737","401","2887","3288","334","2373","2","2376","2456"
"2021","610","Extracción de petróleo crudo","2","Minería","2","Explotación de minas y canteras","4341786","317898","106823","8695503","71530375","27508170","6842590","38263328","8282916","186690463","88159504","98652286","102616415","6984925","982113","116725421","125803","5992002","110607616","69040913","5724980","826231","9775919","1185022","86553065","24240712","214548","5463103","18777609","0","5272","0","18772338","434083","240584","982","208514","5819425","955742","4867330","20851","4888182","168383","1803325","3437669","550863","3988532","310755","1196379","9","1196381","2027206"
"2012","4690","Comercio al por mayor no especializado","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","888751","134705","54794","683325","240581","3955962","2477177","3565944","433945","11368784","5956349","5547660","17560666","77971","490341","18128997","668202","34805","17426028","13326408","1227188","1618013","174933","522663","3542785","725840","105448","163941","561916","131118","3887","315","628565","52546","48196","419","4014","204286","699","203663","1268","204933","16833","23149","266485","127658","394065","16587","39194","447","39321","251517"
"2013","4690","Comercio al por mayor no especializado","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","905772","137643","41174","800042","177035","3612804","2217279","3892182","567846","11265927","5615462","5767010","18601574","64186","470579","19136026","879938","17272","18238837","13930820","1220488","1608199","159131","506608","3494298","809619","63311","277879","531739","153998","3600","290","606179","31404","21642","258","10196","150293","181","150122","1020","151134","13060","31482","164114","111159","275271","13492","19496","367","19620","174435"
"2015","5621","CATERING PARA EVENTOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","9","ALOJAMIENTO Y SERVICIOS DE COMIDA","44444","6234","1706","14883","727","61214","13728","32951","9015","132517","74556","58638","256623","473","6028","263124","1140","43","261941","188699","42929","8279","0","3508","192206","15693","2419","22","15693","1304","165","0","15770","5429","5350","0","79","3677","1","3676","8","3684","462","1427","964","6799","7763","1177","224","14","234","5011"
"2013","3513","Distribución de energía eléctrica","4","Electricidad, gas, vapor y agua","4","Suministro de electricidad, gas, vapor y aire acondicionado","632851","80582","27484","2432351","3998190","3079452","162758","12270842","1850544","23794136","11746575","12051511","9741178","165628","1013338","10920144","61184","582839","10276122","6268164","1053880","2821","266040","714730","2037471","1979222","8735","0","1979222","7654","38963","0","1940380","4146","2183","403","1560","485095","27071","458024","156","458180","371843","2334","160707","3689","164396","179246","136604","1","136605","37751"
"2021","910","Actividades de apoyo para la extracción de petróleo y de gas natural","2","Minería","2","Explotación de minas y canteras","2417040","350145","92830","920552","304384","4970627","1588244","4214099","918842","13040151","7723226","6048246","9707053","180435","249423","10159644","194234","18155","9947255","7032776","1625632","281981","246654","87387","9274431","950597","255712","189169","761428","72","2684","162","758912","75973","53931","4613","17592","234854","40360","194494","1772","196266","7570","112030","252207","272352","524558","6317","23491","311","23591","466423"
